% Model,SOR optimaze — копия.mph
% Version,COMSOL 6.0.0.318
% Date,"May 27 2023, 13:52"
% Table,Table  - Integral
% light,k5,k9,target
7.100000000000000E-5,5.000000000000000E3,4.100000000000001E-4,1.460115901500692E-7
7.100000000000000E-5,5.000000000000000E3,5.100000000000000E-4,1.460115901341197E-7
7.100000000000000E-5,5.000000000000000E3,6.100000000000001E-4,1.460115901181690E-7
7.100000000000000E-5,5.000000000000000E3,7.100000000000000E-4,1.460115901022188E-7
7.100000000000000E-5,5.000000000000000E3,8.100000000000001E-4,1.460115900862699E-7
7.100000000000000E-5,5.000000000000000E3,9.100000000000001E-4,1.460115900703201E-7
8.100000000000000E-5,2.000000000000000E3,1.000000000000000E-5,1.450365732899947E-7
8.100000000000000E-5,2.000000000000000E3,1.100000000000000E-4,1.450365732818897E-7
8.100000000000000E-5,2.000000000000000E3,2.100000000000000E-4,1.450365732737846E-7
8.100000000000000E-5,2.000000000000000E3,3.100000000000001E-4,1.450365732656793E-7
8.100000000000000E-5,2.000000000000000E3,4.100000000000001E-4,1.450365732575749E-7
8.100000000000000E-5,2.000000000000000E3,5.100000000000000E-4,1.450365732494694E-7
8.100000000000000E-5,2.000000000000000E3,6.100000000000001E-4,1.450365732413649E-7
8.100000000000000E-5,2.000000000000000E3,7.100000000000000E-4,1.450365732332596E-7
8.100000000000000E-5,2.000000000000000E3,8.100000000000001E-4,1.450365732251550E-7
8.100000000000000E-5,2.000000000000000E3,9.100000000000001E-4,1.450365732170505E-7
8.100000000000000E-5,3.000000000000000E3,1.000000000000000E-5,1.442525473307621E-7
8.100000000000000E-5,3.000000000000000E3,1.100000000000000E-4,1.442525473194850E-7
8.100000000000000E-5,3.000000000000000E3,2.100000000000000E-4,1.442525473082094E-7
8.100000000000000E-5,3.000000000000000E3,3.100000000000001E-4,1.442525472969329E-7
8.100000000000000E-5,3.000000000000000E3,4.100000000000001E-4,1.442525472856566E-7
8.100000000000000E-5,3.000000000000000E3,5.100000000000000E-4,1.442525472743805E-7
8.100000000000000E-5,3.000000000000000E3,6.100000000000001E-4,1.442525472631040E-7
8.100000000000000E-5,3.000000000000000E3,7.100000000000000E-4,1.442525472518282E-7
8.100000000000000E-5,3.000000000000000E3,8.100000000000001E-4,1.442525472405510E-7
8.100000000000000E-5,3.000000000000000E3,9.100000000000001E-4,1.442525472292749E-7
8.100000000000000E-5,4.000000000000000E3,1.000000000000000E-5,1.435195381478893E-7
8.100000000000000E-5,4.000000000000000E3,1.100000000000000E-4,1.435195381338252E-7
8.100000000000000E-5,4.000000000000000E3,2.100000000000000E-4,1.435195381197613E-7
8.100000000000000E-5,4.000000000000000E3,3.100000000000001E-4,1.435195381056961E-7
8.100000000000000E-5,4.000000000000000E3,4.100000000000001E-4,1.435195380916322E-7
8.100000000000000E-5,4.000000000000000E3,5.100000000000000E-4,1.435195380775682E-7
8.100000000000000E-5,4.000000000000000E3,6.100000000000001E-4,1.435195380635038E-7
8.100000000000000E-5,4.000000000000000E3,7.100000000000000E-4,1.435195380494390E-7
8.100000000000000E-5,4.000000000000000E3,8.100000000000001E-4,1.435195380353748E-7
8.100000000000000E-5,4.000000000000000E3,9.100000000000001E-4,1.435195380213100E-7
8.100000000000000E-5,5.000000000000000E3,1.000000000000000E-5,1.428297462658360E-7
8.100000000000000E-5,5.000000000000000E3,1.100000000000000E-4,1.428297462492808E-7
8.100000000000000E-5,5.000000000000000E3,2.100000000000000E-4,1.428297462327258E-7
8.100000000000000E-5,5.000000000000000E3,3.100000000000001E-4,1.428297462161707E-7
8.100000000000000E-5,5.000000000000000E3,4.100000000000001E-4,1.428297461996159E-7
8.100000000000000E-5,5.000000000000000E3,5.100000000000000E-4,1.428297461830603E-7
8.100000000000000E-5,5.000000000000000E3,6.100000000000001E-4,1.428297461665053E-7
8.100000000000000E-5,5.000000000000000E3,7.100000000000000E-4,1.428297461499499E-7
8.100000000000000E-5,5.000000000000000E3,8.100000000000001E-4,1.428297461333952E-7
8.100000000000000E-5,5.000000000000000E3,9.100000000000001E-4,1.428297461168399E-7
9.100000000000000E-5,2.000000000000000E3,1.000000000000000E-5,1.417877468045797E-7
9.100000000000000E-5,2.000000000000000E3,1.100000000000000E-4,1.417877467960009E-7
9.100000000000000E-5,2.000000000000000E3,2.100000000000000E-4,1.417877467874235E-7
9.100000000000000E-5,2.000000000000000E3,3.100000000000001E-4,1.417877467788457E-7
9.100000000000000E-5,2.000000000000000E3,4.100000000000001E-4,1.417877467702673E-7
9.100000000000000E-5,2.000000000000000E3,5.100000000000000E-4,1.417877467616896E-7
9.100000000000000E-5,2.000000000000000E3,6.100000000000001E-4,1.417877467531110E-7
9.100000000000000E-5,2.000000000000000E3,7.100000000000000E-4,1.417877467445327E-7
9.100000000000000E-5,2.000000000000000E3,8.100000000000001E-4,1.417877467359544E-7
9.100000000000000E-5,2.000000000000000E3,9.100000000000001E-4,1.417877467273760E-7
9.100000000000000E-5,3.000000000000000E3,1.000000000000000E-5,1.409816275866250E-7
9.100000000000000E-5,3.000000000000000E3,1.100000000000000E-4,1.409816275748141E-7
9.100000000000000E-5,3.000000000000000E3,2.100000000000000E-4,1.409816275630026E-7
9.100000000000000E-5,3.000000000000000E3,3.100000000000001E-4,1.409816275511916E-7
9.100000000000000E-5,3.000000000000000E3,4.100000000000001E-4,1.409816275393806E-7
9.100000000000000E-5,3.000000000000000E3,5.100000000000000E-4,1.409816275275697E-7
9.100000000000000E-5,3.000000000000000E3,6.100000000000001E-4,1.409816275157577E-7
9.100000000000000E-5,3.000000000000000E3,7.100000000000000E-4,1.409816275039468E-7
9.100000000000000E-5,3.000000000000000E3,8.100000000000001E-4,1.409816274921359E-7
9.100000000000000E-5,3.000000000000000E3,9.100000000000001E-4,1.409816274803245E-7
9.100000000000000E-5,4.000000000000000E3,1.000000000000000E-5,1.402334465011851E-7
9.100000000000000E-5,4.000000000000000E3,1.100000000000000E-4,1.402334464865743E-7
9.100000000000000E-5,4.000000000000000E3,2.100000000000000E-4,1.402334464719638E-7
9.100000000000000E-5,4.000000000000000E3,3.100000000000001E-4,1.402334464573526E-7
9.100000000000000E-5,4.000000000000000E3,4.100000000000001E-4,1.402334464427418E-7
9.100000000000000E-5,4.000000000000000E3,5.100000000000000E-4,1.402334464281311E-7
9.100000000000000E-5,4.000000000000000E3,6.100000000000001E-4,1.402334464135192E-7
9.100000000000000E-5,4.000000000000000E3,7.100000000000000E-4,1.402334463989091E-7
9.100000000000000E-5,4.000000000000000E3,8.100000000000001E-4,1.402334463842986E-7
9.100000000000000E-5,4.000000000000000E3,9.100000000000001E-4,1.402334463696874E-7
9.100000000000000E-5,5.000000000000000E3,1.000000000000000E-5,1.395334619972982E-7
9.100000000000000E-5,5.000000000000000E3,1.100000000000000E-4,1.395334619802153E-7
9.100000000000000E-5,5.000000000000000E3,2.100000000000000E-4,1.395334619631320E-7
9.100000000000000E-5,5.000000000000000E3,3.100000000000001E-4,1.395334619460493E-7
9.100000000000000E-5,5.000000000000000E3,4.100000000000001E-4,1.395334619289670E-7
9.100000000000000E-5,5.000000000000000E3,5.100000000000000E-4,1.395334619118836E-7
9.100000000000000E-5,5.000000000000000E3,6.100000000000001E-4,1.395334618948010E-7
9.100000000000000E-5,5.000000000000000E3,7.100000000000000E-4,1.395334618777189E-7
9.100000000000000E-5,5.000000000000000E3,8.100000000000001E-4,1.395334618606354E-7
9.100000000000000E-5,5.000000000000000E3,9.100000000000001E-4,1.395334618435523E-7
